Thorlabs Beam
Version: 7.0.4131.325
Date: 2019-05-16
Time: 11:06:47

Device: BP109-IR
S/N: M00230332

Resolution [µm]: 1.20
Sample Frequency [Hz]: 200000.00
Sample Count: 7504

Pos X [µm];X;Pos Y [µm];Y;
2065.84;8.13e-04;2147.21;2.51e-04;
2067.03;9.07e-04;2148.4;3.73e-04;
2068.22;1.32e-04;2149.58;2.78e-04;
2069.41;3.77e-05;2150.77;2.27e-04;
2070.6;7.64e-04;2151.95;1.78e-04;
2071.79;7.21e-04;2153.14;-1.91e-04;
2072.98;7.47e-05;2154.32;-1.49e-04;
2074.17;3.03e-04;2155.51;1.80e-04;
2075.36;9.09e-04;2156.69;5.90e-04;
2076.55;8.79e-04;2157.88;3.03e-04;
2077.74;4.09e-04;2159.07;-1.27e-04;
2078.93;-3.70e-05;2160.25;-1.41e-04;
2080.12;5.02e-04;2161.44;-3.77e-05;
2081.31;7.70e-04;2162.62;5.36e-04;
2082.5;3.23e-04;2163.81;1.82e-04;
2083.69;4.34e-04;2164.99;7.62e-05;
2084.88;6.06e-04;2166.18;-3.49e-05;
2086.07;8.34e-04;2167.36;-1.70e-04;
2087.26;4.39e-04;2168.55;3.30e-04;
2088.45;-5.43e-05;2169.73;6.75e-04;
2089.64;2.84e-04;2170.92;-3.66e-05;
2090.83;6.49e-04;2172.1;-3.05e-04;
2092.02;5.92e-04;2173.29;-2.14e-04;
2093.21;6.66e-04;2174.47;5.28e-05;
2094.4;4.29e-04;2175.66;7.05e-04;
2095.59;5.50e-04;2176.84;6.04e-04;
2096.78;4.77e-04;2178.03;8.44e-05;
2097.97;4.53e-04;2179.21;-6.62e-05;
2099.16;2.02e-04;2180.4;2.35e-05;
2100.35;3.12e-04;2181.59;1.75e-05;
2101.54;6.43e-04;2182.77;-2.24e-05;
2102.73;8.75e-04;2183.96;4.16e-04;
2103.92;5.36e-04;2185.14;2.63e-04;
2105.11;2.33e-04;2186.33;-7.20e-07;
2106.3;1.82e-04;2187.51;3.09e-04;
2107.49;5.76e-04;2188.7;7.36e-05;
2108.68;7.10e-04;2189.88;-6.08e-05;
2109.87;5.93e-04;2191.07;3.34e-04;
2111.06;1.58e-04;2192.25;1.65e-04;
2112.25;3.59e-04;2193.44;-3.13e-04;
2113.44;6.53e-04;2194.62;-6.65e-05;
2114.63;9.07e-04;2195.81;5.79e-04;
2115.82;4.49e-04;2196.99;8.16e-05;
2117.01;1.20e-04;2198.18;-2.03e-04;
2118.2;2.22e-04;2199.36;2.37e-04;
2119.39;5.39e-04;2200.55;6.59e-04;
2120.58;6.89e-04;2201.74;1.65e-04;
2121.77;6.21e-04;2202.92;-4.65e-04;
2122.96;3.39e-04;2204.11;-4.69e-05;
2124.15;1.99e-04;2205.29;8.63e-04;
2125.34;5.73e-04;2206.48;3.19e-04;
2126.53;8.22e-04;2207.66;-2.42e-04;
2127.72;5.75e-04;2208.85;-2.50e-04;
2128.91;5.55e-04;2210.03;3.81e-04;
2130.1;2.11e-05;2211.22;4.51e-04;
2131.29;5.90e-05;2212.4;-5.60e-05;
2132.48;6.91e-04;2213.59;-1.39e-04;
2133.67;8.95e-04;2214.77;5.23e-05;
2134.86;7.44e-04;2215.96;2.72e-04;
2136.05;4.62e-04;2217.14;1.94e-04;
2137.24;3.56e-04;2218.33;1.88e-04;
2138.43;8.01e-05;2219.51;2.96e-04;
2139.62;4.67e-04;2220.7;1.54e-04;
2140.81;7.17e-04;2221.89;-3.66e-05;
2142;3.46e-04;2223.07;2.30e-04;
2143.19;3.39e-04;2224.26;3.24e-04;
2144.38;6.18e-04;2225.44;-1.42e-04;
2145.57;3.26e-04;2226.63;-7.62e-05;
2146.76;5.02e-04;2227.81;2.06e-05;
2147.95;5.97e-04;2229;4.54e-04;
2149.14;4.99e-04;2230.18;2.22e-04;
2150.33;4.09e-04;2231.37;-1.01e-04;
2151.52;3.27e-04;2232.55;-2.31e-04;
2152.71;6.69e-04;2233.74;9.55e-05;
2153.9;5.70e-04;2234.92;4.05e-04;
2155.09;2.58e-04;2236.11;5.00e-04;
2156.27;3.47e-04;2237.29;-3.57e-05;
2157.46;7.41e-04;2238.48;1.42e-04;
2158.65;6.17e-04;2239.66;-5.85e-06;
2159.84;5.13e-04;2240.85;-4.37e-05;
2161.03;5.17e-04;2242.03;2.33e-04;
2162.22;7.73e-04;2243.22;2.25e-04;
2163.41;3.59e-04;2244.41;1.50e-04;
2164.6;3.59e-04;2245.59;-1.18e-04;
2165.79;3.36e-04;2246.78;2.71e-04;
2166.98;5.80e-04;2247.96;2.60e-04;
2168.17;3.55e-04;2249.15;1.82e-04;
2169.36;5.47e-04;2250.33;-6.88e-05;
2170.55;4.70e-04;2251.52;5.05e-05;
2171.74;2.17e-04;2252.7;1.84e-04;
2172.93;5.94e-04;2253.89;4.11e-04;
2174.12;4.75e-04;2255.07;1.79e-04;
2175.31;2.63e-04;2256.26;-3.04e-04;
2176.5;2.37e-04;2257.44;-1.35e-05;
2177.69;5.12e-04;2258.63;2.61e-04;
2178.88;7.59e-04;2259.81;4.82e-04;
2180.07;8.64e-04;2261;3.01e-04;
2181.26;5.67e-04;2262.18;-3.82e-04;
2182.45;2.48e-04;2263.37;-2.21e-04;
2183.64;1.83e-04;2264.56;5.31e-04;
2184.83;5.90e-04;2265.74;4.00e-04;
2186.02;5.55e-04;2266.93;-1.09e-04;
2187.21;3.60e-04;2268.11;-3.09e-04;
2188.4;6.14e-04;2269.3;2.24e-04;
2189.59;5.03e-04;2270.48;2.92e-04;
2190.78;4.90e-04;2271.67;1.64e-04;
2191.97;3.13e-04;2272.85;3.21e-04;
2193.16;5.53e-04;2274.04;-1.50e-07;
2194.35;3.70e-04;2275.22;2.55e-04;
2195.54;5.15e-04;2276.41;1.24e-04;
2196.73;6.51e-04;2277.59;-7.48e-05;
2197.92;8.10e-04;2278.78;1.60e-04;
2199.11;4.20e-04;2279.96;-5.60e-05;
2200.3;-2.67e-05;2281.15;6.73e-05;
2201.49;3.50e-04;2282.33;2.01e-04;
2202.68;7.83e-04;2283.52;1.33e-04;
2203.87;6.56e-04;2284.71;2.91e-04;
2205.06;4.61e-04;2285.89;3.20e-04;
2206.25;3.22e-04;2287.08;1.96e-04;
2207.44;6.43e-04;2288.26;-2.64e-04;
2208.63;5.82e-04;2289.45;-2.90e-04;
2209.82;5.25e-05;2290.63;3.55e-04;
2211.01;2.86e-04;2291.82;3.27e-04;
2212.2;8.85e-04;2293;-1.72e-04;
2213.39;7.89e-04;2294.19;-2.46e-04;
2214.58;3.87e-04;2295.37;3.57e-04;
2215.77;2.06e-04;2296.56;6.28e-04;
2216.96;6.27e-05;2297.74;2.95e-05;
2218.15;5.20e-04;2298.93;-2.62e-04;
2219.34;8.25e-04;2300.11;1.31e-04;
2220.53;5.34e-04;2301.3;2.49e-04;
2221.72;3.16e-04;2302.48;3.70e-04;
2222.91;5.71e-04;2303.67;3.35e-05;
2224.1;6.61e-04;2304.85;-1.03e-04;
2225.29;3.34e-04;2306.04;2.07e-04;
2226.48;4.47e-04;2307.23;5.85e-05;
2227.67;2.01e-04;2308.41;1.64e-04;
2228.86;5.98e-04;2309.6;1.93e-04;
2230.05;7.91e-04;2310.78;2.76e-04;
2231.24;5.71e-04;2311.97;9.98e-05;
2232.43;3.28e-04;2313.15;-1.44e-04;
2233.62;3.50e-04;2314.34;-9.84e-05;
2234.81;4.39e-04;2315.52;1.48e-04;
2236;4.98e-04;2316.71;4.47e-04;
2237.19;5.88e-04;2317.89;8.27e-05;
2238.38;1.02e-04;2319.08;-3.03e-04;
2239.57;2.86e-04;2320.26;2.09e-04;
2240.76;8.04e-04;2321.45;4.54e-04;
2241.95;6.87e-04;2322.63;2.52e-05;
2243.14;4.22e-04;2323.82;-4.65e-04;
2244.33;1.91e-05;2325;-1.30e-04;
2245.52;3.12e-04;2326.19;7.27e-04;
2246.71;7.27e-04;2327.38;7.27e-04;
2247.9;7.21e-04;2328.56;-9.19e-05;
2249.09;5.28e-04;2329.75;-4.69e-04;
2250.28;2.48e-04;2330.93;1.01e-04;
2251.47;3.36e-04;2332.12;2.56e-04;
2252.66;6.83e-04;2333.3;1.41e-04;
2253.85;9.58e-04;2334.49;4.31e-05;
2255.04;5.40e-04;2335.67;2.19e-04;
2256.23;-1.22e-04;2336.86;9.67e-05;
2257.42;2.01e-04;2338.04;2.60e-04;
2258.61;9.12e-04;2339.23;4.13e-04;
2259.8;1.01e-03;2340.41;-4.12e-05;
2260.99;3.58e-04;2341.6;-2.09e-04;
2262.18;-4.97e-04;2342.78;-1.73e-04;
2263.37;3.76e-04;2343.97;3.46e-04;
2264.56;1.06e-03;2345.15;4.38e-04;
2265.75;5.97e-04;2346.34;1.31e-04;
2266.94;8.52e-05;2347.53;-2.18e-04;
2268.13;2.16e-04;2348.71;-6.05e-05;
2269.31;5.58e-04;2349.9;1.84e-04;
2270.5;9.77e-04;2351.08;2.42e-04;
2271.69;5.53e-04;2352.27;2.51e-04;
2272.88;-1.50e-05;2353.45;2.58e-05;
2274.07;1.69e-04;2354.64;5.14e-04;
2275.26;6.98e-04;2355.82;1.75e-04;
2276.45;8.44e-04;2357.01;-2.56e-04;
2277.64;4.54e-04;2358.19;-8.99e-05;
2278.83;5.01e-04;2359.38;7.47e-05;
2280.02;3.32e-04;2360.56;1.72e-05;
2281.21;6.05e-04;2361.75;9.21e-05;
2282.4;2.34e-04;2362.93;3.60e-04;
2283.59;6.71e-04;2364.12;2.11e-04;
2284.78;6.02e-04;2365.3;3.12e-05;
2285.97;3.17e-04;2366.49;6.28e-05;
2287.16;2.54e-04;2367.67;1.61e-04;
2288.35;5.21e-04;2368.86;2.36e-04;
2289.54;8.75e-04;2370.05;-1.84e-04;
2290.73;6.57e-04;2371.23;-2.00e-04;
2291.92;2.31e-04;2372.42;1.72e-04;
2293.11;1.26e-04;2373.6;5.92e-04;
2294.3;8.58e-04;2374.79;6.85e-05;
2295.49;6.72e-04;2375.97;-5.65e-05;
2296.68;3.85e-04;2377.16;-8.56e-05;
2297.87;2.13e-04;2378.34;3.79e-04;
2299.06;5.54e-04;2379.53;2.48e-04;
2300.25;4.30e-04;2380.71;-1.57e-06;
2301.44;1.38e-04;2381.9;1.09e-04;
2302.63;3.99e-04;2383.08;1.86e-04;
2303.82;5.55e-04;2384.27;-1.35e-04;
2305.01;7.33e-04;2385.45;7.19e-05;
2306.2;6.91e-04;2386.64;3.27e-04;
2307.39;2.51e-04;2387.82;1.71e-04;
2308.58;4.85e-04;2389.01;7.93e-05;
2309.77;4.93e-04;2390.2;1.52e-04;
2310.96;6.05e-04;2391.38;2.35e-04;
2312.15;5.34e-04;2392.57;-4.40e-05;
2313.34;4.30e-04;2393.75;2.69e-04;
2314.53;3.81e-04;2394.94;2.25e-04;
2315.72;4.46e-04;2396.12;-7.62e-05;
2316.91;5.24e-04;2397.31;7.36e-05;
2318.1;3.27e-04;2398.49;3.13e-04;
2319.29;3.09e-04;2399.68;2.04e-04;
2320.48;5.35e-04;2400.86;-3.41e-04;
2321.67;4.76e-04;2402.05;-2.10e-04;
2322.86;6.57e-04;2403.23;-6.99e-05;
2324.05;6.17e-04;2404.42;6.98e-04;
2325.24;4.53e-04;2405.6;4.85e-04;
2326.43;3.14e-04;2406.79;-1.09e-04;
2327.62;3.81e-04;2407.97;-7.85e-05;
2328.81;3.38e-04;2409.16;1.97e-04;
2330;5.58e-04;2410.35;1.82e-04;
2331.19;6.39e-04;2411.53;1.37e-04;
2332.38;4.72e-04;2412.72;1.81e-04;
2333.57;4.22e-04;2413.9;-2.36e-04;
2334.76;4.04e-04;2415.09;9.61e-05;
2335.95;4.59e-04;2416.27;3.21e-04;
2337.14;5.72e-04;2417.46;2.50e-04;
2338.33;5.42e-04;2418.64;-2.19e-04;
2339.52;5.06e-04;2419.83;-4.60e-05;
2340.71;2.42e-04;2421.01;1.50e-04;
2341.9;3.77e-04;2422.2;4.55e-04;
2343.09;7.61e-04;2423.38;5.25e-05;
2344.28;8.16e-04;2424.57;-1.73e-04;
2345.47;4.10e-04;2425.75;-2.12e-05;
2346.66;1.34e-04;2426.94;2.41e-04;
2347.85;2.92e-04;2428.12;2.17e-04;
2349.04;8.42e-04;2429.31;-2.95e-05;
2350.23;8.42e-04;2430.49;-1.05e-04;
2351.42;1.93e-04;2431.68;2.49e-05;
2352.61;1.34e-04;2432.87;1.66e-04;
2353.8;5.87e-04;2434.05;3.36e-04;
2354.99;6.66e-04;2435.24;3.07e-04;
2356.18;3.21e-04;2436.42;1.32e-04;
2357.37;3.36e-04;2437.61;-9.38e-05;
2358.56;7.01e-04;2438.79;-5.14e-05;
2359.75;7.51e-04;2439.98;3.44e-04;
2360.94;4.91e-04;2441.16;1.13e-04;
2362.13;8.69e-05;2442.35;-9.84e-05;
2363.32;2.70e-04;2443.53;1.85e-04;
2364.51;6.68e-04;2444.72;2.72e-04;
2365.7;7.41e-04;2445.9;2.00e-04;
2366.89;3.61e-04;2447.09;-6.59e-05;
2368.08;2.60e-04;2448.27;-1.06e-04;
2369.27;4.77e-04;2449.46;-1.07e-05;
2370.46;7.41e-04;2450.64;2.53e-04;
2371.65;5.36e-04;2451.83;6.15e-04;
2372.84;1.77e-04;2453.02;-2.07e-05;
2374.03;3.71e-04;2454.2;-1.71e-04;
2375.22;3.44e-04;2455.39;1.24e-04;
2376.41;7.46e-04;2456.57;2.88e-04;
2377.6;6.71e-04;2457.76;1.92e-04;
2378.79;5.08e-04;2458.94;4.46e-04;
2379.98;4.11e-04;2460.13;1.21e-04;
2381.17;2.46e-04;2461.31;-2.51e-04;
2382.36;3.12e-04;2462.5;-2.76e-04;
2383.54;8.79e-04;2463.68;-6.62e-05;
2384.73;9.46e-04;2464.87;2.84e-04;
2385.92;1.14e-04;2466.05;6.12e-04;
2387.11;1.40e-04;2467.24;3.09e-04;
2388.3;5.69e-04;2468.42;-5.12e-04;
2389.49;7.07e-04;2469.61;-4.91e-04;
2390.68;7.09e-04;2470.79;2.91e-04;
2391.87;2.23e-04;2471.98;6.93e-04;
2393.06;3.10e-04;2473.17;3.00e-04;
2394.25;4.61e-04;2474.35;-1.55e-04;
2395.44;5.93e-04;2475.54;-1.95e-04;
2396.63;5.87e-04;2476.72;-2.46e-05;
2397.82;2.97e-04;2477.91;3.60e-04;
2399.01;2.30e-04;2479.09;2.74e-04;
2400.2;5.60e-04;2480.28;-2.56e-04;
2401.39;5.49e-04;2481.46;3.69e-05;
2402.58;3.69e-04;2482.65;3.79e-04;
2403.77;3.87e-04;2483.83;1.63e-04;
2404.96;3.34e-04;2485.02;-3.23e-04;
2406.15;4.91e-04;2486.2;2.06e-05;
2407.34;5.71e-04;2487.39;2.77e-04;
2408.53;7.78e-04;2488.57;4.11e-04;
2409.72;2.85e-04;2489.76;1.62e-04;
2410.91;4.85e-04;2490.94;-4.91e-05;
2412.1;7.89e-04;2492.13;-6.34e-05;
2413.29;4.74e-04;2493.32;3.12e-04;
2414.48;3.78e-04;2494.5;4.59e-04;
2415.67;1.46e-04;2495.69;-6.94e-05;
2416.86;4.69e-04;2496.87;-3.34e-04;
2418.05;7.17e-04;2498.06;-1.10e-04;
2419.24;4.63e-04;2499.24;7.30e-05;
2420.43;3.93e-04;2500.43;1.66e-04;
2421.62;4.83e-04;2501.61;2.59e-04;
2422.81;5.86e-04;2502.8;4.42e-04;
2424;5.82e-04;2503.98;1.15e-04;
2425.19;2.37e-04;2505.17;-1.20e-04;
2426.38;5.63e-04;2506.35;1.68e-04;
2427.57;5.61e-04;2507.54;1.44e-04;
2428.76;1.27e-04;2508.72;-2.18e-05;
2429.95;6.04e-04;2509.91;-1.13e-04;
2431.14;1.03e-03;2511.09;1.56e-04;
2432.33;5.73e-04;2512.28;3.33e-04;
2433.52;3.35e-04;2513.46;8.61e-05;
2434.71;3.14e-04;2514.65;-4.26e-05;
2435.9;4.35e-04;2515.84;4.80e-05;
2437.09;5.10e-04;2517.02;1.66e-04;
2438.28;1.44e-04;2518.21;2.14e-04;
2439.47;5.09e-04;2519.39;1.46e-04;
2440.66;4.68e-04;2520.58;-2.95e-05;
2441.85;8.62e-04;2521.76;-1.03e-04;
2443.04;7.41e-04;2522.95;4.36e-04;
2444.23;1.38e-04;2524.13;1.88e-04;
2445.42;3.05e-05;2525.32;-3.32e-05;
2446.61;5.09e-04;2526.5;-2.48e-04;
2447.8;7.46e-04;2527.69;-1.88e-04;
2448.99;7.37e-04;2528.87;4.89e-04;
2450.18;3.79e-04;2530.06;4.95e-04;
2451.37;1.37e-04;2531.24;2.09e-05;
2452.56;6.00e-04;2532.43;-2.65e-04;
2453.75;5.27e-04;2533.61;-7.50e-05;
2454.94;5.14e-04;2534.8;2.79e-04;
2456.13;5.77e-04;2535.99;9.35e-05;
2457.32;1.40e-04;2537.17;2.00e-04;
2458.51;3.19e-04;2538.36;8.70e-05;
2459.7;6.70e-04;2539.54;9.53e-05;
2460.89;9.14e-04;2540.73;2.14e-04;
2462.08;2.99e-04;2541.91;2.21e-04;
2463.27;2.66e-04;2543.1;-4.42e-06;
2464.46;7.30e-04;2544.28;2.92e-05;
2465.65;7.10e-04;2545.47;-2.29e-05;
2466.84;2.79e-04;2546.65;3.43e-04;
2468.03;4.41e-04;2547.84;8.68e-06;
2469.22;5.16e-04;2549.02;-1.54e-04;
2470.41;2.49e-04;2550.21;2.76e-04;
2471.6;7.10e-04;2551.39;1.64e-04;
2472.79;5.87e-04;2552.58;8.67e-05;
2473.98;4.52e-04;2553.76;-2.32e-04;
2475.17;3.44e-04;2554.95;-3.57e-06;
2476.36;1.32e-04;2556.14;3.38e-04;
2477.55;5.54e-04;2557.32;1.88e-04;
2478.74;9.30e-04;2558.51;2.48e-04;
2479.93;7.89e-04;2559.69;1.33e-04;
2481.12;1.17e-04;2560.88;1.26e-04;
2482.31;-7.43e-05;2562.06;7.02e-05;
2483.5;4.50e-04;2563.25;-4.86e-05;
2484.69;7.50e-04;2564.43;-1.87e-04;
2485.88;6.31e-04;2565.62;3.25e-04;
2487.07;5.02e-04;2566.8;2.80e-04;
2488.26;5.24e-04;2567.99;1.68e-04;
2489.45;2.24e-04;2569.17;-1.31e-04;
2490.64;4.24e-04;2570.36;1.31e-04;
2491.83;5.12e-04;2571.54;1.72e-04;
2493.02;7.99e-04;2572.73;1.53e-04;
2494.21;4.59e-04;2573.91;2.86e-05;
2495.4;1.31e-04;2575.1;1.71e-04;
2496.59;2.14e-04;2576.28;1.83e-04;
2497.77;7.94e-04;2577.47;-8.93e-05;
2498.96;1.02e-03;2578.66;-2.41e-04;
2500.15;1.82e-04;2579.84;1.34e-04;
2501.34;1.48e-04;2581.03;4.71e-04;
2502.53;7.04e-04;2582.21;3.43e-04;
2503.72;5.43e-04;2583.4;-2.51e-04;
2504.91;3.84e-04;2584.58;-1.98e-04;
2506.1;3.08e-04;2585.77;6.14e-04;
2507.29;6.57e-04;2586.95;3.15e-04;
2508.48;4.82e-04;2588.14;-2.45e-04;
2509.67;5.04e-04;2589.32;-3.61e-04;
2510.86;4.60e-04;2590.51;4.24e-04;
2512.05;3.48e-04;2591.69;2.48e-04;
2513.24;2.81e-04;2592.88;2.11e-04;
2514.43;7.11e-04;2594.06;-8.39e-05;
2515.62;6.99e-04;2595.25;-4.34e-04;
2516.81;6.19e-04;2596.43;1.55e-04;
2518;3.13e-04;2597.62;-8.41e-06;
2519.19;1.73e-04;2598.81;1.94e-04;
2520.38;6.47e-04;2599.99;4.29e-04;
2521.57;6.83e-04;2601.18;1.17e-04;
2522.76;5.97e-04;2602.36;-2.14e-04;
2523.95;5.50e-04;2603.55;1.13e-04;
2525.14;3.48e-04;2604.73;3.60e-04;
2526.33;4.28e-04;2605.92;6.34e-05;
2527.52;2.69e-04;2607.1;-7.53e-05;
2528.71;4.49e-04;2608.29;-3.85e-06;
2529.9;5.25e-04;2609.47;6.93e-05;
2531.09;7.01e-04;2610.66;1.46e-04;
2532.28;5.45e-04;2611.84;9.72e-05;
2533.47;3.96e-04;2613.03;5.17e-05;
2534.66;3.70e-04;2614.21;2.04e-04;
2535.85;4.20e-04;2615.4;-2.78e-05;
2537.04;6.38e-04;2616.58;-2.90e-04;
2538.23;4.96e-04;2617.77;5.51e-05;
2539.42;5.80e-04;2618.96;3.89e-04;
2540.61;3.98e-04;2620.14;-1.55e-04;
2541.8;3.01e-04;2621.33;5.79e-05;
2542.99;5.73e-04;2622.51;-6.39e-05;
2544.18;6.70e-04;2623.7;1.47e-04;
2545.37;3.78e-04;2624.88;2.30e-04;
2546.56;4.51e-04;2626.07;2.16e-04;
2547.75;5.28e-04;2627.25;1.56e-04;
2548.94;5.05e-04;2628.44;2.37e-04;
2550.13;4.72e-04;2629.62;1.56e-04;
2551.32;1.80e-04;2630.81;-1.11e-04;
2552.51;4.77e-04;2631.99;1.96e-04;
2553.7;7.41e-04;2633.18;-8.87e-05;
2554.89;4.39e-04;2634.36;4.41e-06;
2556.08;2.66e-04;2635.55;3.60e-04;
2557.27;3.04e-04;2636.73;-1.30e-05;
2558.46;1.54e-04;2637.92;-2.98e-04;
2559.65;6.99e-04;2639.1;3.29e-05;
2560.84;9.92e-04;2640.29;3.25e-04;
2562.03;6.90e-04;2641.48;2.23e-04;
2563.22;2.84e-04;2642.66;1.02e-04;
2564.41;4.37e-04;2643.85;-1.95e-04;
2565.6;2.66e-04;2645.03;8.84e-05;
2566.79;5.26e-04;2646.22;4.21e-04;
2567.98;6.34e-04;2647.4;1.64e-04;
2569.17;6.94e-04;2648.59;-1.39e-04;
2570.36;3.54e-04;2649.77;1.21e-04;
2571.55;3.11e-04;2650.96;7.79e-05;
2572.74;5.58e-04;2652.14;2.70e-06;
2573.93;5.23e-04;2653.33;2.28e-04;
2575.12;4.37e-04;2654.51;3.05e-04;
2576.31;3.06e-04;2655.7;-2.46e-05;
2577.5;5.85e-04;2656.88;4.14e-05;
2578.69;6.22e-04;2658.07;7.79e-05;
2579.88;6.95e-04;2659.25;6.25e-05;
2581.07;4.29e-04;2660.44;1.63e-04;
2582.26;1.53e-04;2661.63;-9.30e-05;
2583.45;3.67e-04;2662.81;2.76e-04;
2584.64;6.55e-04;2664;2.94e-04;
2585.83;7.68e-04;2665.18;1.11e-04;
2587.02;4.78e-04;2666.37;-1.42e-04;
2588.21;4.72e-04;2667.55;2.09e-05;
2589.4;2.29e-04;2668.74;2.52e-05;
2590.59;3.71e-04;2669.92;1.34e-04;
2591.78;7.20e-04;2671.11;-1.80e-04;
2592.97;4.36e-04;2672.29;-3.12e-05;
2594.16;2.96e-04;2673.48;1.01e-04;
2595.35;7.48e-04;2674.66;3.09e-04;
2596.54;4.67e-04;2675.85;3.44e-04;
2597.73;4.42e-04;2677.03;-1.15e-04;
2598.92;6.09e-04;2678.22;-1.35e-04;
2600.11;6.22e-04;2679.4;3.18e-04;
2601.3;7.01e-05;2680.59;1.88e-04;
2602.49;2.79e-04;2681.78;1.18e-04;
2603.68;7.84e-04;2682.96;-2.47e-04;
2604.87;7.56e-04;2684.15;3.12e-05;
2606.06;4.51e-04;2685.33;6.16e-05;
2607.25;3.33e-04;2686.52;1.20e-04;
2608.44;5.33e-04;2687.7;-7.55e-06;
2609.63;6.19e-04;2688.89;1.39e-04;
2610.81;4.93e-04;2690.07;4.10e-04;
2612;4.67e-04;2691.26;2.24e-04;
2613.19;6.39e-04;2692.44;-1.29e-04;
2614.38;5.57e-04;2693.63;2.26e-05;
2615.57;1.57e-04;2694.81;1.80e-04;
2616.76;3.48e-04;2696;3.40e-05;
2617.95;5.63e-04;2697.18;1.45e-04;
2619.14;6.68e-04;2698.37;-1.36e-04;
2620.33;3.06e-04;2699.55;-1.24e-04;
2621.52;2.99e-04;2700.74;1.26e-04;
2622.71;4.25e-04;2701.92;3.64e-04;
2623.9;5.52e-04;2703.11;2.27e-04;
2625.09;2.71e-04;2704.3;-2.18e-04;
2626.28;6.73e-04;2705.48;-1.89e-04;
2627.47;8.49e-04;2706.67;3.19e-04;
2628.66;7.57e-04;2707.85;3.51e-04;
2629.85;5.32e-04;2709.04;-1.11e-04;
2631.04;1.95e-04;2710.22;-1.52e-05;
2632.23;3.32e-04;2711.41;3.93e-04;
2633.42;7.45e-04;2712.59;3.70e-04;
2634.61;5.69e-04;2713.78;-4.80e-05;
2635.8;1.97e-04;2714.96;-3.30e-04;
2636.99;5.15e-04;2716.15;-1.30e-04;
2638.18;6.10e-04;2717.33;2.09e-04;
2639.37;5.12e-04;2718.52;4.87e-04;
2640.56;4.39e-04;2719.7;1.47e-05;
2641.75;1.42e-04;2720.89;-1.38e-04;
2642.94;5.94e-04;2722.07;-9.26e-06;
2644.13;8.01e-04;2723.26;8.47e-05;
2645.32;6.96e-04;2724.45;1.02e-04;
2646.51;2.86e-04;2725.63;2.69e-04;
2647.7;3.16e-04;2726.82;-1.63e-04;
2648.89;5.70e-04;2728;4.26e-05;
2650.08;7.52e-04;2729.19;3.56e-04;
2651.27;4.63e-04;2730.37;4.40e-04;
2652.46;4.92e-04;2731.56;-1.05e-04;
2653.65;2.46e-04;2732.74;-1.48e-04;
2654.84;2.14e-04;2733.93;1.29e-04;
2656.03;6.29e-04;2735.11;1.23e-04;
2657.22;7.65e-04;2736.3;6.88e-05;
2658.41;7.12e-04;2737.48;-6.65e-05;
2659.6;4.39e-04;2738.67;6.08e-05;
2660.79;2.64e-04;2739.85;8.90e-05;
2661.98;6.08e-04;2741.04;2.41e-04;
2663.17;2.67e-04;2742.22;1.28e-04;
2664.36;5.01e-04;2743.41;9.21e-05;
2665.55;6.12e-04;2744.6;-1.30e-04;
2666.74;4.79e-04;2745.78;1.95e-05;
2667.93;2.99e-04;2746.97;5.68e-04;
2669.12;5.23e-04;2748.15;8.07e-05;
2670.31;8.83e-04;2749.34;-2.91e-04;
2671.5;5.96e-04;2750.52;-3.72e-05;
2672.69;1.88e-04;2751.71;1.53e-04;
2673.88;1.32e-04;2752.89;1.02e-04;
2675.07;5.11e-04;2754.08;3.28e-04;
2676.26;5.10e-04;2755.26;-3.28e-06;
2677.45;5.75e-04;2756.45;-2.16e-04;
2678.64;6.15e-04;2757.63;8.30e-05;
2679.83;8.70e-04;2758.82;4.26e-04;
2681.02;2.60e-04;2760;5.97e-05;
2682.21;2.45e-04;2761.19;-4.11e-04;
2683.4;6.03e-04;2762.37;9.04e-05;
2684.59;4.64e-04;2763.56;4.50e-04;
2685.78;4.78e-04;2764.74;2.46e-05;
2686.97;5.30e-04;2765.93;-2.20e-04;
2688.16;6.17e-04;2767.12;-8.16e-05;
2689.35;3.90e-04;2768.3;3.68e-04;
2690.54;4.35e-04;2769.49;2.30e-04;
2691.73;3.96e-04;2770.67;-6.02e-05;
2692.92;5.16e-04;2771.86;-1.72e-04;
2694.11;7.33e-04;2773.04;-6.68e-05;
2695.3;4.91e-04;2774.23;-1.17e-04;
2696.49;3.71e-04;2775.41;8.76e-05;
2697.68;3.32e-04;2776.6;3.05e-04;
2698.87;6.67e-04;2777.78;3.68e-04;
2700.06;6.46e-04;2778.97;1.90e-04;
2701.25;5.46e-04;2780.15;-1.00e-04;
2702.44;4.54e-04;2781.34;-1.36e-04;
2703.63;4.97e-04;2782.52;2.09e-04;
2704.82;4.27e-04;2783.71;-1.12e-04;
2706.01;4.54e-04;2784.89;3.94e-04;
2707.2;5.71e-04;2786.08;2.45e-04;
2708.39;7.52e-04;2787.27;-4.91e-05;
2709.58;4.80e-04;2788.45;-2.40e-04;
2710.77;3.23e-04;2789.64;-6.14e-05;
2711.96;4.03e-04;2790.82;1.69e-04;
2713.15;5.43e-04;2792.01;2.49e-04;
2714.34;6.04e-04;2793.19;9.61e-05;
2715.53;4.02e-04;2794.38;2.44e-04;
2716.72;5.80e-04;2795.56;1.27e-04;
